domain,month,desktop,mobile_web,mobile_app,total
gu.wikisource.org,2020-07,26614,109675,,136289
gu.wikisource.org,2020-08,34478,122806,,157284
gu.wikisource.org,2020-09,33881,123959,,157840
gu.wikisource.org,2020-10,39223,285003,,324226
gu.wikisource.org,2020-11,30677,90706,,121383
gu.wikisource.org,2020-12,32054,94486,,126540
gu.wikisource.org,2021-01,44870,354179,,399049
gu.wikisource.org,2021-02,50464,300048,,350512
gu.wikisource.org,2021-03,43183,194420,,237603
gu.wikisource.org,2021-04,52525,279945,,332470
gu.wikisource.org,2021-05,47057,360006,,407063
gu.wikisource.org,2021-06,40227,222204,,262431
gu.wikisource.org,2021-07,33475,162862,,196337
gu.wikisource.org,2021-08,56349,143964,,200313
gu.wikisource.org,2021-09,29438,118860,,148298
gu.wikisource.org,2021-10,32333,111034,,143367
gu.wikisource.org,2021-11,30512,76977,,107489
gu.wikisource.org,2021-12,27351,86653,,114004
gu.wikisource.org,2022-01,24873,93779,,118652
gu.wikisource.org,2022-02,24276,150096,,174372
gu.wikisource.org,2022-03,47773,98383,,146156
gu.wikisource.org,2022-04,29499,100656,,130155
gu.wikisource.org,2022-05,31815,71676,,103491
gu.wikisource.org,2022-06,29525,78573,,108098
gu.wikisource.org,2022-07,35260,179570,,214830
gu.wikisource.org,2022-08,48602,151961,,200563
gu.wikisource.org,2022-09,38233,114886,,153119
gu.wikisource.org,2022-10,55151,87282,,142433
gu.wikisource.org,2022-11,42015,87204,,129219
gu.wikisource.org,2022-12,61004,90793,,151797
gu.wikisource.org,2023-01,24457,115090,,139547
gu.wikisource.org,2023-02,40255,102048,,142303
gu.wikisource.org,2023-03,57154,136768,,193922
gu.wikisource.org,2023-04,26447,118059,,144506
gu.wikisource.org,2023-05,23429,98795,,122224
gu.wikisource.org,2023-06,37740,118547,,156287
gu.wikisource.org,2023-07,40444,136304,,176748
gu.wikisource.org,2023-08,30528,127941,,158469
gu.wikisource.org,2023-09,32411,126919,,159330
gu.wikisource.org,2023-10,26150,142728,,168878
gu.wikisource.org,2023-11,27509,95774,,123283
gu.wikisource.org,2023-12,25820,122031,,147851
gu.wikisource.org,2024-01,29705,125610,,155315
gu.wikisource.org,2024-02,20070,135355,,155425
gu.wikisource.org,2024-03,44012,182004,,226016
gu.wikisource.org,2024-04,46996,184616,,231612
gu.wikisource.org,2024-05,28032,166849,,194881
gu.wikisource.org,2024-06,87191,257908,,345099
gu.wikisource.org,2024-07,54919,210317,,265236
gu.wikisource.org,2024-08,89960,258160,,348120
gu.wikisource.org,2024-09,68306,211717,,280023
gu.wikisource.org,2024-10,53152,248346,,301498
gu.wikisource.org,2024-11,30572,134155,,164727
gu.wikisource.org,2024-12,50928,184451,,235379
gu.wikisource.org,2025-01,40518,186169,,226687
gu.wikisource.org,2025-02,57656,226298,,283954
gu.wikisource.org,2025-03,53272,201075,,254347
gu.wikisource.org,2025-04,33100,199684,,232784
gu.wikisource.org,2025-05,100043,224101,,324144
gu.wikisource.org,2025-06,92727,241530,,334257
gu.wikisource.org,2025-07,120488,367186,,487674
gu.wikisource.org,2025-08,71844,273140,,344984
gu.wikisource.org,2025-09,98809,346873,,445682
gu.wikisource.org,2025-10,117886,199498,,317384
gu.wikisource.org,2025-11,185648,182571,,368219
gu.wikisource.org,2025-12,55057,175502,,230559
gu.wikisource.org,2026-01,69427,166902,,236329
gu.wikisource.org,2026-02,141915,147382,,289297
gu.wikisource.org,2026-03,59296,167745,,227041
gu.wikisource.org,2026-04,175509,159203,,334712
gu.wikisource.org,2026-05,94534,153605,,248139
gu.wikisource.org,2026-06,213853,173612,,387465
gu.wikisource.org,2026-07,117883,203478,,321361
gu.wikiquote.org,2015-07,5636,2259,,7895
gu.wikiquote.org,2015-08,5714,1621,,7335
gu.wikiquote.org,2015-09,8563,1787,,10350
gu.wikiquote.org,2015-10,4283,1732,,6015
gu.wikiquote.org,2015-11,3618,1501,,5119
gu.wikiquote.org,2015-12,5174,1904,,7078
gu.wikiquote.org,2016-01,6271,2205,,8476
gu.wikiquote.org,2016-02,4790,1849,,6639
gu.wikiquote.org,2016-03,23535,1652,,25187
gu.wikiquote.org,2016-04,21050,18781,,39831
gu.wikiquote.org,2016-05,13906,3217,,17123
gu.wikiquote.org,2016-06,7718,1675,,9393
gu.wikiquote.org,2016-07,4199,1942,,6141
gu.wikiquote.org,2016-08,4910,2232,,7142
gu.wikiquote.org,2016-09,4836,1825,1,6662
gu.wikiquote.org,2016-10,3847,1719,,5566
gu.wikiquote.org,2016-11,151120,2033,,153153
gu.wikiquote.org,2016-12,8704,3100,,11804
gu.wikiquote.org,2017-01,3258,3419,,6677
gu.wikiquote.org,2017-02,6046,3160,,9206
gu.wikiquote.org,2017-03,6279,2936,,9215
gu.wikiquote.org,2017-04,4409,2870,,7279
gu.wikiquote.org,2017-05,4318,2098,,6416
gu.wikiquote.org,2017-06,4040,2707,,6747
gu.wikiquote.org,2017-07,4418,4719,,9137
gu.wikiquote.org,2017-08,6814,4148,,10962
gu.wikiquote.org,2017-09,6284,3555,,9839
gu.wikiquote.org,2017-10,4502,3050,,7552
gu.wikiquote.org,2017-11,5554,3590,,9144
gu.wikiquote.org,2017-12,5376,3032,,8408
gu.wikiquote.org,2018-01,3709,3589,,7298
gu.wikiquote.org,2018-02,5636,4248,,9884
gu.wikiquote.org,2018-03,6663,4979,,11642
gu.wikiquote.org,2018-04,6219,3873,,10092
gu.wikiquote.org,2018-05,5562,3222,,8784
gu.wikiquote.org,2018-06,5411,4706,,10117
gu.wikiquote.org,2018-07,6181,6640,,12821
gu.wikiquote.org,2018-08,7776,7692,,15468
gu.wikiquote.org,2018-09,6331,6502,,12833
gu.wikiquote.org,2018-10,5939,7045,,12984
gu.wikiquote.org,2018-11,17036,5963,,22999
gu.wikiquote.org,2018-12,6423,8666,,15089
gu.wikiquote.org,2019-01,11180,8367,,19547
gu.wikiquote.org,2019-02,9752,9483,,19235
gu.wikiquote.org,2019-03,11795,10896,,22691
gu.wikiquote.org,2019-04,14491,8624,,23115
gu.wikiquote.org,2019-05,12183,3875,,16058
gu.wikiquote.org,2019-06,8563,5165,,13728
gu.wikiquote.org,2019-07,19382,6988,,26370
gu.wikiquote.org,2019-08,33622,11376,,44998
gu.wikiquote.org,2019-09,13915,11311,,25226
gu.wikiquote.org,2019-10,12811,10106,,22917
gu.wikiquote.org,2019-11,5276,11069,,16345
gu.wikiquote.org,2019-12,4517,10686,,15203
gu.wikiquote.org,2020-01,4030,11826,,15856
gu.wikiquote.org,2020-02,4533,11193,,15726
gu.wikiquote.org,2020-03,5843,11318,,17161
gu.wikiquote.org,2020-04,8496,21033,,29529
gu.wikiquote.org,2020-05,6885,7731,,14616
gu.wikiquote.org,2020-06,5115,4101,,9216
gu.wikiquote.org,2020-07,8261,4333,,12594
gu.wikiquote.org,2020-08,22727,5819,,28546
gu.wikiquote.org,2020-09,21178,4784,,25962
gu.wikiquote.org,2020-10,15979,4123,,20102
gu.wikiquote.org,2020-11,5580,3928,,9508
gu.wikiquote.org,2020-12,5955,4925,,10880
gu.wikiquote.org,2021-01,8466,5939,,14405
gu.wikiquote.org,2021-02,10657,6255,,16912
gu.wikiquote.org,2021-03,10189,8450,,18639
gu.wikiquote.org,2021-04,7797,8929,,16726
gu.wikiquote.org,2021-05,8791,9783,,18574
gu.wikiquote.org,2021-06,9240,5174,,14414
gu.wikiquote.org,2021-07,10552,4228,,14780
gu.wikiquote.org,2021-08,14759,3650,,18409
gu.wikiquote.org,2021-09,7096,4046,,11142
gu.wikiquote.org,2021-10,6988,4775,,11763
gu.wikiquote.org,2021-11,4820,3182,,8002
gu.wikiquote.org,2021-12,3505,3118,,6623
gu.wikiquote.org,2022-01,3784,3049,,6833
gu.wikiquote.org,2022-02,3192,3165,,6357
gu.wikiquote.org,2022-03,6902,3367,,10269
gu.wikiquote.org,2022-04,6308,2681,,8989
gu.wikiquote.org,2022-05,10735,3703,,14438
gu.wikiquote.org,2022-06,10678,4139,,14817
gu.wikiquote.org,2022-07,12506,5505,,18011
gu.wikiquote.org,2022-08,8464,5266,,13730
gu.wikiquote.org,2022-09,5615,3404,,9019
gu.wikiquote.org,2022-10,9182,3932,,13114
gu.wikiquote.org,2022-11,6006,3841,,9847
gu.wikiquote.org,2022-12,8096,4510,,12606
gu.wikiquote.org,2023-01,3785,3003,,6788
gu.wikiquote.org,2023-02,3971,4250,,8221
gu.wikiquote.org,2023-03,6729,5900,,12629
gu.wikiquote.org,2023-04,4723,4663,,9386
gu.wikiquote.org,2023-05,6684,6724,,13408
gu.wikiquote.org,2023-06,3598,5609,,9207
gu.wikiquote.org,2023-07,5816,8077,,13893
gu.wikiquote.org,2023-08,5542,4870,,10412
gu.wikiquote.org,2023-09,6727,4282,,11009
gu.wikiquote.org,2023-10,4125,5054,,9179
gu.wikiquote.org,2023-11,4875,4714,,9589
gu.wikiquote.org,2023-12,30100,5717,,35817
gu.wikiquote.org,2024-01,20477,4978,,25455
gu.wikiquote.org,2024-02,9725,5823,,15548
gu.wikiquote.org,2024-03,10947,18089,,29036
gu.wikiquote.org,2024-04,16626,7901,,24527
gu.wikiquote.org,2024-05,5824,5290,,11114
gu.wikiquote.org,2024-06,12311,15636,,27947
gu.wikiquote.org,2024-07,3476,7268,,10744
gu.wikiquote.org,2024-08,3716,5941,,9657
gu.wikiquote.org,2024-09,6691,10532,,17223
gu.wikiquote.org,2024-10,5050,9201,,14251
gu.wikiquote.org,2024-11,5338,5370,,10708
gu.wikiquote.org,2024-12,30039,7401,,37440
gu.wikiquote.org,2025-01,17668,7577,,25245
gu.wikiquote.org,2025-02,21841,11281,,33122
gu.wikiquote.org,2025-03,11654,6782,,18436
gu.wikiquote.org,2025-04,6398,6227,,12625
gu.wikiquote.org,2025-05,23508,25712,,49220
gu.wikiquote.org,2025-06,70656,48651,,119307
gu.wikiquote.org,2025-07,82307,264151,,346458
gu.wikiquote.org,2025-08,10613,9222,,19835
gu.wikiquote.org,2025-09,29752,45672,,75424
gu.wikiquote.org,2025-10,15665,42299,,57964
gu.wikiquote.org,2025-11,11898,10314,,22212
gu.wikiquote.org,2025-12,9785,2405,,12190
gu.wikiquote.org,2026-01,9026,2382,,11408
gu.wikiquote.org,2026-02,8518,4665,,13183
gu.wikiquote.org,2026-03,18031,4548,,22579
gu.wikiquote.org,2026-04,40385,4252,,44637
gu.wikiquote.org,2026-05,41911,3301,,45212
gu.wikiquote.org,2026-06,27851,9193,,37044
gu.wikiquote.org,2026-07,226999,55931,,282930
hi.wikipedia.org,2015-07,4639404,5988950,267839,10896193
hi.wikipedia.org,2015-08,5105166,6643363,295212,12043741
hi.wikipedia.org,2015-09,4374960,6377076,323556,11075592
hi.wikipedia.org,2015-10,4817322,6915114,329694,12062130
hi.wikipedia.org,2015-11,3970407,6236364,339087,10545858
hi.wikipedia.org,2015-12,4874317,6887508,374181,12136006
hi.wikipedia.org,2016-01,4683918,8137787,376183,13197888
hi.wikipedia.org,2016-02,3451272,6802296,305674,10559242
hi.wikipedia.org,2016-03,3002369,6532091,289274,9823734
hi.wikipedia.org,2016-04,3230113,6312362,203539,9746014
hi.wikipedia.org,2016-05,4545717,7816058,283669,12645444
hi.wikipedia.org,2016-06,5212753,10815311,285885,16313949
hi.wikipedia.org,2016-07,4741733,11754855,293116,16789704
hi.wikipedia.org,2016-08,5186617,12618163,293395,18098175
hi.wikipedia.org,2016-09,4450237,12855329,293243,17598809
hi.wikipedia.org,2016-10,4702553,14030749,265426,18998728
hi.wikipedia.org,2016-11,4876307,16573992,322857,21773156
hi.wikipedia.org,2016-12,4892075,19260035,388745,24540855
hi.wikipedia.org,2017-01,4842317,21039676,390246,26272239
hi.wikipedia.org,2017-02,4038067,20886841,308989,25233897
hi.wikipedia.org,2017-03,3817723,25974628,351124,30143475
hi.wikipedia.org,2017-04,3235305,22544906,292470,26072681
hi.wikipedia.org,2017-05,3670013,24666587,304806,28641406
hi.wikipedia.org,2017-06,4009798,26156086,309528,30475412
hi.wikipedia.org,2017-07,4480522,31579303,384398,36444223
hi.wikipedia.org,2017-08,4441981,32349537,408142,37199660
hi.wikipedia.org,2017-09,4935830,35327342,459093,40722265
hi.wikipedia.org,2017-10,3835186,34116011,438666,38389863
hi.wikipedia.org,2017-11,4442760,36042465,454360,40939585
hi.wikipedia.org,2017-12,4627917,38396998,460392,43485307
hi.wikipedia.org,2018-01,4042780,40354662,461239,44858681
hi.wikipedia.org,2018-02,3521354,37698043,382596,41601993
hi.wikipedia.org,2018-03,3503265,40922838,398083,44824186
hi.wikipedia.org,2018-04,3002237,36302066,360356,39664659
hi.wikipedia.org,2018-05,3256991,40587400,366217,44210608
hi.wikipedia.org,2018-06,4895335,43824018,357558,49076911
hi.wikipedia.org,2018-07,4178013,48734053,387681,53299747
hi.wikipedia.org,2018-08,4368038,54825295,412749,59606082
hi.wikipedia.org,2018-09,4114277,55746066,448134,60308477
hi.wikipedia.org,2018-10,4434126,57796607,410787,62641520
hi.wikipedia.org,2018-11,4745800,51186956,352578,56285334
hi.wikipedia.org,2018-12,3955122,55875863,371012,60201997
hi.wikipedia.org,2019-01,6423078,55430997,364786,62218861
hi.wikipedia.org,2019-02,3688137,49024399,291914,53004450
hi.wikipedia.org,2019-03,3487072,52171925,358401,56017398
hi.wikipedia.org,2019-04,3603333,47622135,337225,51562693
hi.wikipedia.org,2019-05,3708365,50116043,351272,54175680
hi.wikipedia.org,2019-06,3254307,45259849,330240,48844396
hi.wikipedia.org,2019-07,3762350,52074407,348756,56185513
hi.wikipedia.org,2019-08,4176462,60942105,423195,65541762
hi.wikipedia.org,2019-09,4135138,68780827,448664,73364629
hi.wikipedia.org,2019-10,3858955,65048896,458210,69366061
hi.wikipedia.org,2019-11,4431628,72317690,408296,77157614
hi.wikipedia.org,2019-12,4082807,61979952,481147,66543906
hi.wikipedia.org,2020-01,5590861,66591284,460266,72642411
hi.wikipedia.org,2020-02,5635710,59403057,409242,65448009
hi.wikipedia.org,2020-03,11946659,51534491,386000,63867150
hi.wikipedia.org,2020-04,2995622,60237021,483266,63715909
hi.wikipedia.org,2020-05,2586408,47580438,346692,50513538
hi.wikipedia.org,2020-06,2288691,36300102,100349,38689142
hi.wikipedia.org,2020-07,2405487,40291853,317835,43015175
hi.wikipedia.org,2020-08,2709819,47496913,335930,50542662
hi.wikipedia.org,2020-09,2828119,55070270,1071793,58970182
hi.wikipedia.org,2020-10,4379568,50481527,776529,55637624
hi.wikipedia.org,2020-11,2796913,42601073,514735,45912721
hi.wikipedia.org,2020-12,3294859,55665752,542059,59502670
hi.wikipedia.org,2021-01,3556036,61641531,587680,65785247
hi.wikipedia.org,2021-02,3326463,58718358,517798,62562619
hi.wikipedia.org,2021-03,3131728,63363434,496660,66991822
hi.wikipedia.org,2021-04,2521155,43009789,399806,45930750
hi.wikipedia.org,2021-05,2613813,43129768,454125,46197706
hi.wikipedia.org,2021-06,2852114,54464552,411163,57727829
hi.wikipedia.org,2021-07,3303394,69493920,436522,73233836
hi.wikipedia.org,2021-08,3387330,67191793,457760,71036883
hi.wikipedia.org,2021-09,3102314,68605844,446150,72154308
hi.wikipedia.org,2021-10,2880313,59286922,414856,62582091
hi.wikipedia.org,2021-11,2577191,47862009,351100,50790300
hi.wikipedia.org,2021-12,3387397,59958249,415352,63760998
hi.wikipedia.org,2022-01,3520933,54953696,441747,58916376
hi.wikipedia.org,2022-02,3281778,51608350,383434,55273562
hi.wikipedia.org,2022-03,2846551,54289965,394131,57530647
hi.wikipedia.org,2022-04,2330251,43842739,330716,46503706
hi.wikipedia.org,2022-05,2390805,43317092,329862,46037759
hi.wikipedia.org,2022-06,2676247,46277943,332888,49287078
hi.wikipedia.org,2022-07,2651121,53196337,346967,56194425
hi.wikipedia.org,2022-08,2633254,55531582,351506,58516342
hi.wikipedia.org,2022-09,2877205,59868472,357906,63103583
hi.wikipedia.org,2022-10,3655133,57456511,325408,61437052
hi.wikipedia.org,2022-11,3300790,59284084,311330,62896204
hi.wikipedia.org,2022-12,3124560,52847827,329351,56301738
hi.wikipedia.org,2023-01,3177320,56039142,341249,59557711
hi.wikipedia.org,2023-02,2755274,55496851,285643,58537768
hi.wikipedia.org,2023-03,3204942,59320228,289038,62814208
hi.wikipedia.org,2023-04,2958395,47883986,251945,51094326
hi.wikipedia.org,2023-05,2969671,56262841,244463,59476975
hi.wikipedia.org,2023-06,3527118,58901966,236720,62665804
hi.wikipedia.org,2023-07,3337372,63091813,235159,66664344
hi.wikipedia.org,2023-08,3269028,66087457,234764,69591249
hi.wikipedia.org,2023-09,2927938,60764596,217358,63909892
hi.wikipedia.org,2023-10,3046583,64364303,205608,67616494
hi.wikipedia.org,2023-11,2678261,58694426,183132,61555819
hi.wikipedia.org,2023-12,3383811,70651216,219021,74254048
hi.wikipedia.org,2024-01,6255329,70901348,257631,77414308
hi.wikipedia.org,2024-02,3446113,62496253,215546,66157912
hi.wikipedia.org,2024-03,3305169,56659523,206789,60171481
hi.wikipedia.org,2024-04,2977239,53564674,186405,56728318
hi.wikipedia.org,2024-05,3423333,44652710,195828,48271871
hi.wikipedia.org,2024-06,3284634,39442099,189241,42915974
hi.wikipedia.org,2024-07,2919071,36340505,186660,39446236
hi.wikipedia.org,2024-08,3426473,35817571,189742,39433786
hi.wikipedia.org,2024-09,2601204,33589796,187618,36378618
hi.wikipedia.org,2024-10,2418302,30630266,182692,33231260
hi.wikipedia.org,2024-11,2579949,28254606,163245,30997800
hi.wikipedia.org,2024-12,2781305,32447227,165519,35394051
hi.wikipedia.org,2025-01,3701539,33333219,163812,37198570
hi.wikipedia.org,2025-02,3902124,26179129,133525,30214778
hi.wikipedia.org,2025-03,2927846,24879571,140279,27947696
hi.wikipedia.org,2025-04,2193483,19853682,115313,22162478
hi.wikipedia.org,2025-05,2499295,19381135,117192,21997622
hi.wikipedia.org,2025-06,1991382,17949072,106064,20046518
hi.wikipedia.org,2025-07,3200986,19148366,103461,22452813
hi.wikipedia.org,2025-08,2179821,19078556,104368,21362745
hi.wikipedia.org,2025-09,2010385,18307885,93584,20411854
hi.wikipedia.org,2025-10,2050715,16192671,85420,18328806
hi.wikipedia.org,2025-11,3367768,17501695,77791,20947254
hi.wikipedia.org,2025-12,2446285,14092077,79386,16617748
hi.wikipedia.org,2026-01,3001468,14924728,84554,18010750
hi.wikipedia.org,2026-02,1822606,11008007,66021,12896634
hi.wikipedia.org,2026-03,2036233,10833251,76759,12946243
hi.wikipedia.org,2026-04,2027545,10650587,68821,12746953
hi.wikipedia.org,2026-05,2942318,10807533,83282,13833133
hi.wikipedia.org,2026-06,3115401,11213584,83263,14412248
hi.wikipedia.org,2026-07,3041293,13232439,78248,16351980
hi.wiktionary.org,2015-07,45789,74587,,120376
hi.wiktionary.org,2015-08,42147,67934,,110081
hi.wiktionary.org,2015-09,59205,69382,,128587
hi.wiktionary.org,2015-10,42415,64150,,106565
hi.wiktionary.org,2015-11,34367,58676,,93043
hi.wiktionary.org,2015-12,52507,65092,,117599
hi.wiktionary.org,2016-01,47217,76405,,123622
hi.wiktionary.org,2016-02,41920,71038,,112958
hi.wiktionary.org,2016-03,55879,77137,,133016
hi.wiktionary.org,2016-04,205448,72420,,277868
hi.wiktionary.org,2016-05,200196,82547,,282743
hi.wiktionary.org,2016-06,101620,119244,,220864
hi.wiktionary.org,2016-07,55495,134273,,189768
hi.wiktionary.org,2016-08,63365,141183,,204548
hi.wiktionary.org,2016-09,71418,153874,,225292
hi.wiktionary.org,2016-10,87967,143911,,231878
hi.wiktionary.org,2016-11,75559,169297,1,244857
hi.wiktionary.org,2016-12,58607,200390,,258997
hi.wiktionary.org,2017-01,94491,214649,,309140
hi.wiktionary.org,2017-02,105703,205280,,310983
hi.wiktionary.org,2017-03,107424,236930,,344354
hi.wiktionary.org,2017-04,52423,213371,,265794
hi.wiktionary.org,2017-05,60300,265278,,325578
hi.wiktionary.org,2017-06,72445,375132,47,447624
hi.wiktionary.org,2017-07,78777,418237,4,497018
hi.wiktionary.org,2017-08,413846,280191,34,694071
hi.wiktionary.org,2017-09,98888,250715,45,349648
hi.wiktionary.org,2017-10,46129,176594,14,222737
hi.wiktionary.org,2017-11,49363,183488,3,232854
hi.wiktionary.org,2017-12,43402,172908,,216310
hi.wiktionary.org,2018-01,50425,181314,,231739
hi.wiktionary.org,2018-02,42963,167679,,210642
hi.wiktionary.org,2018-03,44411,249631,,294042
hi.wiktionary.org,2018-04,58085,228819,,286904
hi.wiktionary.org,2018-05,122296,276124,,398420
hi.wiktionary.org,2018-06,91129,304900,,396029
hi.wiktionary.org,2018-07,63816,317916,,381732
hi.wiktionary.org,2018-08,103041,360627,,463668
hi.wiktionary.org,2018-09,65524,349616,,415140
hi.wiktionary.org,2018-10,120412,359341,,479753
hi.wiktionary.org,2018-11,109297,314075,,423372
hi.wiktionary.org,2018-12,54285,329122,,383407
hi.wiktionary.org,2019-01,68862,341781,,410643
hi.wiktionary.org,2019-02,55845,351185,,407030
hi.wiktionary.org,2019-03,64499,360707,,425206
hi.wiktionary.org,2019-04,63136,319780,,382916
hi.wiktionary.org,2019-05,79118,323502,1,402621
hi.wiktionary.org,2019-06,68003,385595,3,453601
hi.wiktionary.org,2019-07,112423,468573,1,580997
hi.wiktionary.org,2019-08,153418,523129,1,676548
hi.wiktionary.org,2019-09,90591,590514,9,681114
hi.wiktionary.org,2019-10,57079,529464,1,586544
hi.wiktionary.org,2019-11,62888,624658,4,687550
hi.wiktionary.org,2019-12,43456,474831,12,518299
hi.wiktionary.org,2020-01,217976,575504,46,793526
hi.wiktionary.org,2020-02,44601,648105,29,692735
hi.wiktionary.org,2020-03,44979,621645,89,666713
hi.wiktionary.org,2020-04,53861,739775,112,793748
hi.wiktionary.org,2020-05,79671,370177,153,450001
hi.wiktionary.org,2020-06,41711,273815,369,315895
hi.wiktionary.org,2020-07,59641,304914,246,364801
hi.wiktionary.org,2020-08,51929,338418,,390347
hi.wiktionary.org,2020-09,75544,376014,,451558
hi.wiktionary.org,2020-10,67251,361686,,428937
hi.wiktionary.org,2020-11,40296,289251,,329547
hi.wiktionary.org,2020-12,41655,275415,,317070
hi.wiktionary.org,2021-01,44749,279533,,324282
hi.wiktionary.org,2021-02,50063,259477,,309540
hi.wiktionary.org,2021-03,48175,312645,,360820
hi.wiktionary.org,2021-04,50262,213746,,264008
hi.wiktionary.org,2021-05,36673,228357,,265030
hi.wiktionary.org,2021-06,48534,227928,,276462
hi.wiktionary.org,2021-07,51856,270787,,322643
hi.wiktionary.org,2021-08,116615,247787,,364402
hi.wiktionary.org,2021-09,47273,273658,,320931
hi.wiktionary.org,2021-10,47607,256603,,304210
hi.wiktionary.org,2021-11,42140,210917,,253057
hi.wiktionary.org,2021-12,35500,266044,,301544
hi.wiktionary.org,2022-01,45758,285990,,331748
hi.wiktionary.org,2022-02,53577,270472,,324049
hi.wiktionary.org,2022-03,73210,320106,,393316
hi.wiktionary.org,2022-04,49754,263832,,313586
hi.wiktionary.org,2022-05,54681,321745,,376426
hi.wiktionary.org,2022-06,61694,373660,,435354
hi.wiktionary.org,2022-07,61394,490109,,551503
hi.wiktionary.org,2022-08,73409,577111,,650520
hi.wiktionary.org,2022-09,55247,815585,,870832
hi.wiktionary.org,2022-10,64422,891774,,956196
hi.wiktionary.org,2022-11,71285,1052365,,1123650
hi.wiktionary.org,2022-12,82686,690016,,772702
hi.wiktionary.org,2023-01,52830,840202,,893032
hi.wiktionary.org,2023-02,72318,1076457,,1148775
hi.wiktionary.org,2023-03,86415,1093489,,1179904
hi.wiktionary.org,2023-04,44310,627075,,671385
hi.wiktionary.org,2023-05,48018,1000202,,1048220
hi.wiktionary.org,2023-06,79938,1080397,,1160335
hi.wiktionary.org,2023-07,85108,1150569,,1235677
hi.wiktionary.org,2023-08,76074,1040435,,1116509
hi.wiktionary.org,2023-09,63470,1341099,,1404569
hi.wiktionary.org,2023-10,78140,1711913,,1790053
hi.wiktionary.org,2023-11,59249,1447095,,1506344
hi.wiktionary.org,2023-12,85961,1728179,,1814140
hi.wiktionary.org,2024-01,251200,1935401,,2186601
hi.wiktionary.org,2024-02,87822,2199092,,2286914
hi.wiktionary.org,2024-03,91485,2117655,,2209140
hi.wiktionary.org,2024-04,132605,1947323,,2079928
hi.wiktionary.org,2024-05,113457,994078,,1107535
hi.wiktionary.org,2024-06,124780,549181,,673961
hi.wiktionary.org,2024-07,73553,519059,,592612
hi.wiktionary.org,2024-08,106112,543048,,649160
hi.wiktionary.org,2024-09,75326,566703,,642029
hi.wiktionary.org,2024-10,67069,529622,,596691
hi.wiktionary.org,2024-11,119508,488354,,607862
hi.wiktionary.org,2024-12,221422,585734,,807156
hi.wiktionary.org,2025-01,179656,519920,,699576
hi.wiktionary.org,2025-02,177825,420106,,597931
hi.wiktionary.org,2025-03,219309,399481,,618790
hi.wiktionary.org,2025-04,57286,325161,,382447
hi.wiktionary.org,2025-05,109413,383019,,492432
hi.wiktionary.org,2025-06,140693,398818,,539511
hi.wiktionary.org,2025-07,141287,454790,,596077
hi.wiktionary.org,2025-08,278780,243982,,522762
hi.wiktionary.org,2025-09,360176,453530,,813706
hi.wiktionary.org,2025-10,409153,260186,,669339
hi.wiktionary.org,2025-11,170555,203000,,373555
hi.wiktionary.org,2025-12,194665,190891,,385556
hi.wiktionary.org,2026-01,168490,194938,,363428
hi.wiktionary.org,2026-02,267282,160390,,427672
hi.wiktionary.org,2026-03,146323,121807,,268130
hi.wiktionary.org,2026-04,140750,106084,,246834
hi.wiktionary.org,2026-05,228415,116404,,344819
hi.wiktionary.org,2026-06,238332,173499,,411831
hi.wiktionary.org,2026-07,186064,118818,,304882
hi.wikisource.org,2019-09,3656,276,,3932
hi.wikisource.org,2019-10,64987,6855,,71842
hi.wikisource.org,2019-11,60890,31065,,91955
hi.wikisource.org,2019-12,42782,158582,2,201366
hi.wikisource.org,2020-01,67356,332163,2,399521
hi.wikisource.org,2020-02,88385,376469,,464854
hi.wikisource.org,2020-03,79437,335216,,414653
hi.wikisource.org,2020-04,83584,296235,5,379824
hi.wikisource.org,2020-05,109166,46205,7,155378
hi.wikisource.org,2020-06,110435,21630,50,132115
hi.wikisource.org,2020-07,162995,27611,,190606
hi.wikisource.org,2020-08,115880,38169,,154049
hi.wikisource.org,2020-09,91488,53640,,145128
hi.wikisource.org,2020-10,66268,46148,,112416
hi.wikisource.org,2020-11,135966,35711,,171677
hi.wikisource.org,2020-12,86181,60195,,146376
hi.wikisource.org,2021-01,108204,68239,,176443
hi.wikisource.org,2021-02,92272,69531,,161803
hi.wikisource.org,2021-03,86766,79763,,166529
hi.wikisource.org,2021-04,82790,55760,,138550
hi.wikisource.org,2021-05,156100,63333,,219433
hi.wikisource.org,2021-06,127497,88783,,216280
hi.wikisource.org,2021-07,112790,107400,,220190
hi.wikisource.org,2021-08,252931,89715,,342646
hi.wikisource.org,2021-09,161772,85926,,247698
hi.wikisource.org,2021-10,85775,80984,,166759
hi.wikisource.org,2021-11,99758,78792,,178550
hi.wikisource.org,2021-12,65937,77821,,143758
hi.wikisource.org,2022-01,66981,74744,,141725
hi.wikisource.org,2022-02,70288,75083,,145371
hi.wikisource.org,2022-03,125481,79640,,205121
hi.wikisource.org,2022-04,55156,68552,,123708
hi.wikisource.org,2022-05,59636,92426,,152062
hi.wikisource.org,2022-06,47148,88215,,135363
hi.wikisource.org,2022-07,50322,104903,,155225
hi.wikisource.org,2022-08,58835,126964,,185799
hi.wikisource.org,2022-09,48668,120018,,168686
hi.wikisource.org,2022-10,68793,97560,,166353
hi.wikisource.org,2022-11,89863,74792,,164655
hi.wikisource.org,2022-12,81303,84623,,165926
hi.wikisource.org,2023-01,39368,65804,,105172
hi.wikisource.org,2023-02,64541,91099,,155640
