domain,month,desktop,mobile_web,mobile_app,total
si.wiktionary.org,2022-05,19697,10337,,30034
si.wiktionary.org,2022-06,13876,9827,,23703
si.wiktionary.org,2022-07,11562,12591,,24153
si.wiktionary.org,2022-08,12288,14223,,26511
si.wiktionary.org,2022-09,10189,10273,,20462
si.wiktionary.org,2022-10,15830,11914,,27744
si.wiktionary.org,2022-11,10950,11494,,22444
si.wiktionary.org,2022-12,15804,10771,,26575
si.wiktionary.org,2023-01,12728,8327,,21055
si.wiktionary.org,2023-02,22905,9806,,32711
si.wiktionary.org,2023-03,24854,11669,,36523
si.wiktionary.org,2023-04,13240,8287,,21527
si.wiktionary.org,2023-05,16443,14460,,30903
si.wiktionary.org,2023-06,15086,15451,,30537
si.wiktionary.org,2023-07,15398,20690,,36088
si.wiktionary.org,2023-08,21658,20919,,42577
si.wiktionary.org,2023-09,16990,13938,,30928
si.wiktionary.org,2023-10,22573,16273,,38846
si.wiktionary.org,2023-11,18646,13073,,31719
si.wiktionary.org,2023-12,34155,21176,,55331
si.wiktionary.org,2024-01,16514,11201,,27715
si.wiktionary.org,2024-02,12717,11642,,24359
si.wiktionary.org,2024-03,27755,15473,,43228
si.wiktionary.org,2024-04,38927,20159,,59086
si.wiktionary.org,2024-05,26809,14460,,41269
si.wiktionary.org,2024-06,52096,49580,,101676
si.wiktionary.org,2024-07,17263,28355,,45618
si.wiktionary.org,2024-08,24468,33217,,57685
si.wiktionary.org,2024-09,26460,55068,,81528
